Sector ,Site,lat,long,azimuth,Cluster,Region
C0130_A,C0130,24.50187,46.49843,0,Riyadh,Central
C0130_B,C0130,24.50187,46.49843,120,Riyadh,Central
C0130_C,C0130,24.50187,46.49843,240,Riyadh,Central
C0130_D,C0130,24.50187,46.49843,300,Riyadh,Central
C0184_A,C0184,24.464083,46.271581,0,AL MUZAHIMIYAH,Central
C0184_B,C0184,24.464083,46.271581,120,AL MUZAHIMIYAH,Central
C0184_C,C0184,24.464083,46.271581,240,AL MUZAHIMIYAH,Central
C0200_A,C0200,23.657917,42.573556,0,Remote_(USF-7),Central
C0200_B,C0200,23.657917,42.573556,120,Remote_(USF-7),Central
C0201_A,C0201,26.13001,46.14771,0,Remote,Central
C0201_B,C0201,26.13001,46.14771,120,Remote,Central
C0202_A,C0202,25.92487,45.89539,0,Remote,Central
C0202_B,C0202,25.92487,45.89539,120,Remote,Central
C0203_A,C0203,25.8264,45.79929,0,Remote,Central
C0203_B,C0203,25.8264,45.79929,120,Remote,Central
C0203_C,C0203,25.8264,45.79929,240,Remote,Central
C0204_A,C0204,24.901056,44.550222,0,Remote_(USF-7),Central
C0204_B,C0204,24.901056,44.550222,120,Remote_(USF-7),Central
C0204_C,C0204,24.901056,44.550222,240,Remote_(USF-7),Central
C0205_A,C0205,24.53875,43.247389,0,Remote_(USF-7),Central
C0205_B,C0205,24.53875,43.247389,120,Remote_(USF-7),Central
C0205_C,C0205,24.53875,43.247389,240,Remote_(USF-7),Central
C0206_A,C0206,24.66561,47.21606,0,Riyadh-Dammam (Rail road),Central
C0206_B,C0206,24.66561,47.21606,120,Riyadh-Dammam (Rail road),Central
C0207_A,C0207,23.982194,43.327861,0,Remote_(USF-7),Central
C0207_B,C0207,23.982194,43.327861,120,Remote_(USF-7),Central
C0207_C,C0207,23.982194,43.327861,240,Remote_(USF-7),Central
C0208_A,C0208,24.73042,47.40811,0,Remote,Central
C0208_B,C0208,24.73042,47.40811,120,Remote,Central
C0209_A,C0209,24.004917,44.942083,0,Remote_(USF-7),Central
C0209_B,C0209,24.004917,44.942083,120,Remote_(USF-7),Central
C0209_C,C0209,24.004917,44.942083,240,Remote_(USF-7),Central
C0210_A,C0210,23.98463,45.0659,0,Al-Qiwaiyah_(USF-7),Central
C0210_B,C0210,23.98463,45.0659,120,Al-Qiwaiyah_(USF-7),Central
C0210_C,C0210,23.98463,45.0659,240,Al-Qiwaiyah_(USF-7),Central
C0211_A,C0211,23.602472,42.404056,0,Remote_(USF-7),Central
C0211_B,C0211,23.602472,42.404056,120,Remote_(USF-7),Central
C0212_A,C0212,26.42746,45.56675,0,Remote,Central
C0212_B,C0212,26.42746,45.56675,120,Remote,Central
C0213_A,C0213,25.079028,44.610778,0,AL BURUD,Central
C0213_B,C0213,25.079028,44.610778,120,AL BURUD,Central
C0213_C,C0213,25.079028,44.610778,240,AL BURUD,Central
C0214_A,C0214,25.1246,43.4824,0,Remote_(USF-7),Central
C0214_B,C0214,25.1246,43.4824,120,Remote_(USF-7),Central
C0214_C,C0214,25.1246,43.4824,240,Remote_(USF-7),Central
C0214_D,C0214,25.1246,43.4824,300,Remote_(USF-7),Central
C0215_A,C0215,24.889389,43.28975,0,Remote_(USF-7),Central
C0215_B,C0215,24.889389,43.28975,120,Remote_(USF-7),Central
C0215_C,C0215,24.889389,43.28975,240,Remote_(USF-7),Central
C0216_A,C0216,25.248194,43.91525,0,Udakh village,Central
C0216_B,C0216,25.248194,43.91525,120,Udakh village,Central
C0216_C,C0216,25.248194,43.91525,240,Udakh village,Central
C0217_A,C0217,24.769722,43.692,0,Remote_(USF-7),Central
C0217_B,C0217,24.769722,43.692,120,Remote_(USF-7),Central
C0217_C,C0217,24.769722,43.692,240,Remote_(USF-7),Central
C0218_A,C0218,24.24668889,44.66628889,0,Al-Dawadmi_(USF-7),Central
C0218_B,C0218,24.24668889,44.66628889,120,Al-Dawadmi_(USF-7),Central
C0219_A,C0219,24.357469,44.500719,0,Al-Dawadmi_(USF-7),Central
C0219_B,C0219,24.357469,44.500719,120,Al-Dawadmi_(USF-7),Central
C0220_A,C0220,24.564333,44.049028,0,Remote_(USF-7),Central
C0220_B,C0220,24.564333,44.049028,120,Remote_(USF-7),Central
C0220_C,C0220,24.564333,44.049028,240,Remote_(USF-7),Central
C0221_A,C0221,23.68225,44.888194,0,Remote_(USF-7),Central
C0221_B,C0221,23.68225,44.888194,120,Remote_(USF-7),Central
C0221_C,C0221,23.68225,44.888194,240,Remote_(USF-7),Central
C0221_D,C0221,23.68225,44.888194,300,Remote_(USF-7),Central
C0222_A,C0222,24.367381,43.267639,0,Remote_(USF-7),Central
C0222_B,C0222,24.367381,43.267639,120,Remote_(USF-7),Central
C0222_C,C0222,24.367381,43.267639,240,Remote_(USF-7),Central
C0223_A,C0223,23.84925,45.646306,0,Al-Qiwaiyah_(USF-7),Central
C0223_B,C0223,23.84925,45.646306,120,Al-Qiwaiyah_(USF-7),Central
C0223_C,C0223,23.84925,45.646306,240,Al-Qiwaiyah_(USF-7),Central
C0224_A,C0224,23.94067,45.82514,0,Remote,Central
C0224_B,C0224,23.94067,45.82514,120,Remote,Central
C0225_A,C0225,23.681417,45.658917,0,Al-Qiwaiyah_(USF-7),Central
C0225_B,C0225,23.681417,45.658917,120,Al-Qiwaiyah_(USF-7),Central
C0226_A,C0226,24.154167,45.899944,0,Al-Qiwaiyah_(USF-7),Central
C0226_B,C0226,24.154167,45.899944,120,Al-Qiwaiyah_(USF-7),Central
C0227_A,C0227,25.007928,43.329611,0,Remote,Central
C0227_B,C0227,25.007928,43.329611,120,Remote,Central
C0228_A,C0228,24.79983,47.57867,0,Remote,Central
C0228_B,C0228,24.79983,47.57867,120,Remote,Central
C0230_A,C0230,25.44207,44.157111,0,Remote_(USF-7),Central
C0230_B,C0230,25.44207,44.157111,120,Remote_(USF-7),Central
C0230_C,C0230,25.44207,44.157111,240,Remote_(USF-7),Central
C0232_A,C0232,24.218306,46.211,0,Remote,Central
C0232_B,C0232,24.218306,46.211,120,Remote,Central
C0233_A,C0233,24.68518,45.12967,0,HUWAYTAH,Central
C0233_B,C0233,24.68518,45.12967,120,HUWAYTAH,Central
C0235_A,C0235,25.65503056,46.35351944,0,Ruwayghib_(USF-7),Central
C0235_B,C0235,25.65503056,46.35351944,120,Ruwayghib_(USF-7),Central
C0235_C,C0235,25.65503056,46.35351944,240,Ruwayghib_(USF-7),Central
C0236_A,C0236,24.42196944,46.54765,0,Dhurma_(USF-7),Central
C0236_B,C0236,24.42196944,46.54765,120,Dhurma_(USF-7),Central
C0236_C,C0236,24.42196944,46.54765,240,Dhurma_(USF-7),Central
C0237_A,C0237,24.1723,46.186,0,Remote,Central
C0237_B,C0237,24.1723,46.186,120,Remote,Central
C0238_A,C0238,24.368806,46.362917,0,Remote,Central
C0238_B,C0238,24.368806,46.362917,120,Remote,Central
C0238_C,C0238,24.368806,46.362917,240,Remote,Central
C0239_A,C0239,24.17567,46.38178,0,Remote,Central
C0239_B,C0239,24.17567,46.38178,120,Remote,Central
C0240_A,C0240,25.76301,47.19765,0,Rumah Road,Central
C0240_B,C0240,25.76301,47.19765,120,Rumah Road,Central
C0242_A,C0242,25.99265,47.21414,0,Rumah Road,Central
C0242_B,C0242,25.99265,47.21414,120,Rumah Road,Central
C0244_A,C0244,24.52186944,45.03143056,0,Al-Dawadmi_(USF-7),Central
C0244_B,C0244,24.52186944,45.03143056,120,Al-Dawadmi_(USF-7),Central
C0244_C,C0244,24.52186944,45.03143056,240,Al-Dawadmi_(USF-7),Central
C0244_D,C0244,24.52186944,45.03143056,300,Al-Dawadmi_(USF-7),Central
C0245_A,C0245,24.39845,45.50931,0,Remote,Central
C0245_B,C0245,24.39845,45.50931,120,Remote,Central
C0246_A,C0246,24.509719,45.37575,0,Remote_(USF-7),Central
C0246_B,C0246,24.509719,45.37575,120,Remote_(USF-7),Central
C0246_C,C0246,24.509719,45.37575,240,Remote_(USF-7),Central
C0247_A,C0247,24.61115,45.259989,0,Remote_(USF-7),Central
C0247_B,C0247,24.61115,45.259989,120,Remote_(USF-7),Central
C0247_C,C0247,24.61115,45.259989,240,Remote_(USF-7),Central
C0248_A,C0248,25.478389,45.045806,0,Remote_(USF-7),Central
C0248_B,C0248,25.478389,45.045806,120,Remote_(USF-7),Central
C0248_C,C0248,25.478389,45.045806,240,Remote_(USF-7),Central
C0249_A,C0249,24.333211,44.80585,0,Al-Dawadmi_(USF-7),Central
C0249_B,C0249,24.333211,44.80585,120,Al-Dawadmi_(USF-7),Central
C0249_C,C0249,24.333211,44.80585,240,Al-Dawadmi_(USF-7),Central
C0251_A,C0251,25.352667,44.464139,0,Remote_(USF-7),Central
C0251_B,C0251,25.352667,44.464139,120,Remote_(USF-7),Central
C0251_C,C0251,25.352667,44.464139,240,Remote_(USF-7),Central
C0252_A,C0252,25.212,44.207972,0,Remote_(USF-7),Central
C0252_B,C0252,25.212,44.207972,120,Remote_(USF-7),Central
C0252_C,C0252,25.212,44.207972,240,Remote_(USF-7),Central
C0252_D,C0252,25.212,44.207972,300,Remote_(USF-7),Central
C0253_A,C0253,25.236694,44.331083,0,Al-Dawadmi_(USF-7),Central
C0253_B,C0253,25.236694,44.331083,120,Al-Dawadmi_(USF-7),Central
C0254_A,C0254,25.83067,45.67178,0,Remote,Central
C0254_B,C0254,25.83067,45.67178,120,Remote,Central
C0255_A,C0255,25.70908,45.21825,0,Remote,Central
C0255_B,C0255,25.70908,45.21825,120,Remote,Central
C0256_A,C0256,25.304833,46.035019,0,As Sufurrat_(USF-7),Central
C0256_B,C0256,25.304833,46.035019,120,As Sufurrat_(USF-7),Central
C0256_C,C0256,25.304833,46.035019,240,As Sufurrat_(USF-7),Central
C0257_A,C0257,24.2688,45.1684,0,Remote_(USF-7),Central
C0257_B,C0257,24.2688,45.1684,120,Remote_(USF-7),Central
C0257_C,C0257,24.2688,45.1684,240,Remote_(USF-7),Central
C0257_D,C0257,24.2688,45.1684,300,Remote_(USF-7),Central
C0258_A,C0258,25.57915,47.245811,0,Rumah Road,Central
C0258_B,C0258,25.57915,47.245811,120,Rumah Road,Central
C0258_C,C0258,25.57915,47.245811,240,Rumah Road,Central
C0259_A,C0259,25.319139,45.978528,0,Al Bir_(USF-7),Central
C0259_B,C0259,25.319139,45.978528,120,Al Bir_(USF-7),Central
C0259_C,C0259,25.319139,45.978528,240,Al Bir_(USF-7),Central
C0260_A,C0260,25.56795,46.9805,0,AL-Rumhiyah,Central
C0260_B,C0260,25.56795,46.9805,120,AL-Rumhiyah,Central
C0260_C,C0260,25.56795,46.9805,240,AL-Rumhiyah,Central
C0261_A,C0261,24.171611,43.465222,0,Al-Dawadmi_(USF-7),Central
C0261_B,C0261,24.171611,43.465222,120,Al-Dawadmi_(USF-7),Central
C0261_C,C0261,24.171611,43.465222,240,Al-Dawadmi_(USF-7),Central
C0262_A,C0262,24.934139,46.37485,0,AL 'UYAYNAH,Central
C0262_B,C0262,24.934139,46.37485,120,AL 'UYAYNAH,Central
C0262_C,C0262,24.934139,46.37485,240,AL 'UYAYNAH,Central
C0263_A,C0263,23.228361,45.554083,0,Al-Qiwaiyah_(USF-7),Central
C0263_B,C0263,23.228361,45.554083,120,Al-Qiwaiyah_(USF-7),Central
C0263_C,C0263,23.228361,45.554083,240,Al-Qiwaiyah_(USF-7),Central
C0264_A,C0264,26.588281,45.095489,0,Remote,Central
C0264_B,C0264,26.588281,45.095489,120,Remote,Central
C0264_C,C0264,26.588281,45.095489,240,Remote,Central
C0265_A,C0265,26.764,45.0018,0,Remote,Central
C0265_B,C0265,26.764,45.0018,120,Remote,Central
C0266_A,C0266,24.984039,46.21325,0,Al-Dareiyah_(USF-7),Central
C0266_B,C0266,24.984039,46.21325,120,Al-Dareiyah_(USF-7),Central
C0266_C,C0266,24.984039,46.21325,240,Al-Dareiyah_(USF-7),Central
C0267_A,C0267,25.651833,44.920778,0,Remote_(USF-7),Central
C0267_B,C0267,25.651833,44.920778,120,Remote_(USF-7),Central
C0267_C,C0267,25.651833,44.920778,240,Remote_(USF-7),Central
C0268_A,C0268,26.116031,45.117969,0,Al-Ghat_(USF-7),Central
C0268_B,C0268,26.116031,45.117969,120,Al-Ghat_(USF-7),Central
C0269_A,C0269,24.795139,43.529611,0,Al-Dawadmi_(USF-7),Central
C0269_B,C0269,24.795139,43.529611,120,Al-Dawadmi_(USF-7),Central
C0270_A,C0270,25.76728,44.72022,0,Remote,Central
C0270_B,C0270,25.76728,44.72022,120,Remote,Central
C0271_A,C0271,24.07283,43.45647,0,Remote,Central
C0271_B,C0271,24.07283,43.45647,120,Remote,Central
C0271_C,C0271,24.07283,43.45647,240,Remote,Central
C0272_A,C0272,25.954167,44.5665,0,Al-Ghat_(USF-7),Central
C0272_B,C0272,25.954167,44.5665,120,Al-Ghat_(USF-7),Central
C0273_A,C0273,23.697972,45.034778,0,Al-Qiwaiyah_(USF-7),Central
C0273_B,C0273,23.697972,45.034778,120,Al-Qiwaiyah_(USF-7),Central
C0274_A,C0274,23.48525,45.035139,0,Al-Qiwaiyah_(USF-7),Central
C0274_B,C0274,23.48525,45.035139,120,Al-Qiwaiyah_(USF-7),Central
C0274_C,C0274,23.48525,45.035139,240,Al-Qiwaiyah_(USF-7),Central
C0275_A,C0275,23.27786,45.0327,0,Remote,Central
C0275_B,C0275,23.27786,45.0327,120,Remote,Central
C0276_A,C0276,23.069083,45.011722,0,Al-Qiwaiyah_(USF-7),Central
C0276_B,C0276,23.069083,45.011722,120,Al-Qiwaiyah_(USF-7),Central
C0277_A,C0277,22.849444,44.957111,0,Remote_(USF-7),Central
C0277_B,C0277,22.849444,44.957111,120,Remote_(USF-7),Central
C0277_C,C0277,22.849444,44.957111,240,Remote_(USF-7),Central
C0277_D,C0277,22.849444,44.957111,300,Remote_(USF-7),Central
C0278_A,C0278,23.0655,45.486972,0,Al-Qiwaiyah_(USF-7),Central
C0278_B,C0278,23.0655,45.486972,120,Al-Qiwaiyah_(USF-7),Central
C0278_C,C0278,23.0655,45.486972,240,Al-Qiwaiyah_(USF-7),Central
C0278_D,C0278,23.0655,45.486972,300,Al-Qiwaiyah_(USF-7),Central
C0280_A,C0280,25.38856,46.85379,0,RUMAH,Central
C0280_B,C0280,25.38856,46.85379,120,RUMAH,Central
C0281_A,C0281,25.58391,45.39955,0,Remote,Central
C0281_B,C0281,25.58391,45.39955,120,Remote,Central
C0282_A,C0282,24.155417,43.629028,0,Al-Dawadmi_(USF-7),Central
C0282_B,C0282,24.155417,43.629028,120,Al-Dawadmi_(USF-7),Central
C0282_C,C0282,24.155417,43.629028,240,Al-Dawadmi_(USF-7),Central
C0282_D,C0282,24.155417,43.629028,300,Al-Dawadmi_(USF-7),Central
C0283_A,C0283,25.468389,45.377583,0,Remote_(USF-7),Central
C0283_B,C0283,25.468389,45.377583,120,Remote_(USF-7),Central
C0284_A,C0284,25.128611,44.369611,0,Al-Dawadmi_(USF-7),Central
C0284_B,C0284,25.128611,44.369611,120,Al-Dawadmi_(USF-7),Central
C0284_C,C0284,25.128611,44.369611,240,Al-Dawadmi_(USF-7),Central
C0285_A,C0285,23.339069,45.412581,0,Al-Qiwaiyah_(USF-7),Central
C0285_B,C0285,23.339069,45.412581,120,Al-Qiwaiyah_(USF-7),Central
C0285_C,C0285,23.339069,45.412581,240,Al-Qiwaiyah_(USF-7),Central
C0286_A,C0286,24.578083,43.551111,0,Remote_(USF-7),Central
C0286_B,C0286,24.578083,43.551111,120,Remote_(USF-7),Central
C0286_C,C0286,24.578083,43.551111,240,Remote_(USF-7),Central
C0288_A,C0288,22.88739,45.4595,0,Al-Qiwaiyah_(USF-7),Central
C0288_B,C0288,22.88739,45.4595,120,Al-Qiwaiyah_(USF-7),Central
C0288_C,C0288,22.88739,45.4595,240,Al-Qiwaiyah_(USF-7),Central
C0289_A,C0289,23.64612,45.77724,0,Al-Qiwaiyah_(USF-7),Central
C0289_B,C0289,23.64612,45.77724,120,Al-Qiwaiyah_(USF-7),Central
C0289_C,C0289,23.64612,45.77724,240,Al-Qiwaiyah_(USF-7),Central
C0290_A,C0290,23.56222,45.93805,0,Al-Qiwaiyah_(USF-7),Central
C0290_B,C0290,23.56222,45.93805,120,Al-Qiwaiyah_(USF-7),Central
C0290_C,C0290,23.56222,45.93805,240,Al-Qiwaiyah_(USF-7),Central
C0291_A,C0291,25.69772,45.8887,0,Tumair City,Central
C0291_B,C0291,25.69772,45.8887,120,Tumair City,Central
C0291_C,C0291,25.69772,45.8887,240,Tumair City,Central
C0292_A,C0292,24.49558,43.60648,0,Remote_(USF-7),Central
C0292_B,C0292,24.49558,43.60648,120,Remote_(USF-7),Central
C0292_C,C0292,24.49558,43.60648,240,Remote_(USF-7),Central
C0293_A,C0293,25.3673,44.23065,0,Anz Village,Central
C0293_B,C0293,25.3673,44.23065,120,Anz Village,Central
C0293_C,C0293,25.3673,44.23065,240,Anz Village,Central
C0294_A,C0294,24.49151,43.88907,0,Remote_(USF-7),Central
C0294_B,C0294,24.49151,43.88907,120,Remote_(USF-7),Central
C0294_C,C0294,24.49151,43.88907,240,Remote_(USF-7),Central
C0295_A,C0295,24.727669,43.622181,0,Al-Dawadmi_(USF-7),Central
C0295_B,C0295,24.727669,43.622181,120,Al-Dawadmi_(USF-7),Central
C0296_A,C0296,24.90487,43.52127,0,Badaiee Bin Najim_(USF-7),Central
C0296_B,C0296,24.90487,43.52127,120,Badaiee Bin Najim_(USF-7),Central
C0297_A,C0297,25.87142,45.11,0,Al Khies Area,Central
C0297_B,C0297,25.87142,45.11,120,Al Khies Area,Central
C0297_C,C0297,25.87142,45.11,240,Al Khies Area,Central
C0298_A,C0298,23.78221,45.10677,0,Al-Qiwaiyah_(USF-7),Central
C0298_B,C0298,23.78221,45.10677,120,Al-Qiwaiyah_(USF-7),Central
C0298_C,C0298,23.78221,45.10677,240,Al-Qiwaiyah_(USF-7),Central
C0299_A,C0299,24.12567,42.90612,0,Remote_(USF-7),Central
C0299_B,C0299,24.12567,42.90612,120,Remote_(USF-7),Central
C0299_C,C0299,24.12567,42.90612,240,Remote_(USF-7),Central
C0299_D,C0299,24.12567,42.90612,300,Remote_(USF-7),Central
C0400_A,C0400,24.28293,42.88145,0,Remote_(USF-7),Central
C0400_B,C0400,24.28293,42.88145,120,Remote_(USF-7),Central
C0400_C,C0400,24.28293,42.88145,240,Remote_(USF-7),Central
C0401_A,C0401,24.12282,43.29026,0,Remote_(USF-7),Central
C0401_B,C0401,24.12282,43.29026,120,Remote_(USF-7),Central
C0401_C,C0401,24.12282,43.29026,240,Remote_(USF-7),Central
C0402_A,C0402,25.38179,44.50715,0,Remote_(USF-7),Central
C0402_B,C0402,25.38179,44.50715,120,Remote_(USF-7),Central
C0402_C,C0402,25.38179,44.50715,240,Remote_(USF-7),Central
C0403_A,C0403,23.2736,44.66733,0,Remote_(USF-7),Central
C0403_B,C0403,23.2736,44.66733,120,Remote_(USF-7),Central
C0403_C,C0403,23.2736,44.66733,240,Remote_(USF-7),Central
C0404_A,C0404,24.34903,43.00819,0,Remote_(USF-7),Central
C0404_B,C0404,24.34903,43.00819,120,Remote_(USF-7),Central
C0404_C,C0404,24.34903,43.00819,240,Remote_(USF-7),Central
C0406_A,C0406,24.51701,45.73662,0,Remote_(USF-7),Central
C0406_B,C0406,24.51701,45.73662,120,Remote_(USF-7),Central
C0406_C,C0406,24.51701,45.73662,240,Remote_(USF-7),Central
C0407_A,C0407,23.73622,44.56993,0,Al-Qiwaiyah_(USF-7),Central
C0407_B,C0407,23.73622,44.56993,120,Al-Qiwaiyah_(USF-7),Central
C0408_A,C0408,24.05901,45.03139,0,Al-Qiwaiyah_(USF-7),Central
C0408_B,C0408,24.05901,45.03139,120,Al-Qiwaiyah_(USF-7),Central
C0408_C,C0408,24.05901,45.03139,240,Al-Qiwaiyah_(USF-7),Central
C0409_A,C0409,26.64162,45.25821,0,As Suhaymi Village,Central
C0409_B,C0409,26.64162,45.25821,120,As Suhaymi Village,Central
C0410_A,C0410,26.10764,45.79903,0,Remote,Central
C0410_B,C0410,26.10764,45.79903,120,Remote,Central
C0411_A,C0411,25.97809,45.77826,0,Remote,Central
C0411_B,C0411,25.97809,45.77826,120,Remote,Central
C0412_A,C0412,23.91193,42.9186,0,Afif City,Central
C0412_B,C0412,23.91193,42.9186,120,Afif City,Central
C0412_C,C0412,23.91193,42.9186,240,Afif City,Central
C0413_A,C0413,25.02497,44.3928,0,Al-Dawadmi_(USF-7),Central
C0413_B,C0413,25.02497,44.3928,120,Al-Dawadmi_(USF-7),Central
C0413_C,C0413,25.02497,44.3928,240,Al-Dawadmi_(USF-7),Central
C0414_A,C0414,24.82198,43.65282,0,Remote_(USF-7),Central
C0414_B,C0414,24.82198,43.65282,120,Remote_(USF-7),Central
C0414_C,C0414,24.82198,43.65282,240,Remote_(USF-7),Central
C0415_A,C0415,24.64372,43.96933,0,Al-Dawadmi_(USF-7),Central
C0415_B,C0415,24.64372,43.96933,120,Al-Dawadmi_(USF-7),Central
C0416_A,C0416,23.89793,42.90944,0,Afif City,Central
C0416_B,C0416,23.89793,42.90944,120,Afif City,Central
C0416_C,C0416,23.89793,42.90944,240,Afif City,Central
C0417_A,C0417,24.62019,43.63806,0,Remote_(USF-7),Central
C0417_B,C0417,24.62019,43.63806,120,Remote_(USF-7),Central
C0417_C,C0417,24.62019,43.63806,240,Remote_(USF-7),Central
C0418_A,C0418,24.37096,45.01691,0,Al-Dawadmi_(USF-7),Central
C0418_B,C0418,24.37096,45.01691,120,Al-Dawadmi_(USF-7),Central
C0419_A,C0419,23.22207,45.84324,0,Remote,Central
C0419_B,C0419,23.22207,45.84324,120,Remote,Central
C0419_C,C0419,23.22207,45.84324,240,Remote,Central
C0420_A,C0420,24.22877,44.95043,0,Al-Qiwaiyah_(USF-7),Central
C0420_B,C0420,24.22877,44.95043,120,Al-Qiwaiyah_(USF-7),Central
C0420_C,C0420,24.22877,44.95043,240,Al-Qiwaiyah_(USF-7),Central
C0421_A,C0421,25.14148,46.16315,0,Harimla,Central
C0421_B,C0421,25.14148,46.16315,120,Harimla,Central
C0422_A,C0422,23.68986,43.11067,0,Remote_(USF-7),Central
C0422_B,C0422,23.68986,43.11067,120,Remote_(USF-7),Central
C0422_C,C0422,23.68986,43.11067,240,Remote_(USF-7),Central
C0423_A,C0423,26.59483,44.6324,0,Al-Zalfa_(USF-7),Central
C0423_B,C0423,26.59483,44.6324,120,Al-Zalfa_(USF-7),Central
C0423_C,C0423,26.59483,44.6324,240,Al-Zalfa_(USF-7),Central
C0424_A,C0424,26.53614,44.67814,0,Al-Zalfa_(USF-7),Central
C0424_B,C0424,26.53614,44.67814,120,Al-Zalfa_(USF-7),Central
C0424_C,C0424,26.53614,44.67814,240,Al-Zalfa_(USF-7),Central
C0424_D,C0424,26.53614,44.67814,300,Al-Zalfa_(USF-7),Central
C0426_A,C0426,25.12734,43.57535,0,Al-Dawadmi_(USF-7),Central
C0426_B,C0426,25.12734,43.57535,120,Al-Dawadmi_(USF-7),Central
C0426_C,C0426,25.12734,43.57535,240,Al-Dawadmi_(USF-7),Central
C0426_D,C0426,25.12734,43.57535,300,Al-Dawadmi_(USF-7),Central
C0427_A,C0427,22.74373,45.01219,0,Al-Qiwaiyah_(USF-7),Central
C0427_B,C0427,22.74373,45.01219,120,Al-Qiwaiyah_(USF-7),Central
C0427_C,C0427,22.74373,45.01219,240,Al-Qiwaiyah_(USF-7),Central
C0428_A,C0428,22.6069,45.08507,0,Al-Qiwaiyah_(USF-7),Central
C0428_B,C0428,22.6069,45.08507,120,Al-Qiwaiyah_(USF-7),Central
C0428_C,C0428,22.6069,45.08507,240,Al-Qiwaiyah_(USF-7),Central
C0429_A,C0429,24.40453,44.9027,0,Al-Dawadmi_(USF-7),Central
C0429_B,C0429,24.40453,44.9027,120,Al-Dawadmi_(USF-7),Central
C0430_A,C0430,22.89487,45.51648,0,Al-Qiwaiyah_(USF-7),Central
C0430_B,C0430,22.89487,45.51648,120,Al-Qiwaiyah_(USF-7),Central
C0431_A,C0431,23.957644,43.723023,0,Al-Dawadmi_(USF-7),Central
C0431_B,C0431,23.957644,43.723023,120,Al-Dawadmi_(USF-7),Central
C0434_A,C0434,22.56976,45.43873,0,Remote,Central
C0434_B,C0434,22.56976,45.43873,120,Remote,Central
C0434_C,C0434,22.56976,45.43873,240,Remote,Central
C0435_A,C0435,22.97934,45.442,0,Al-Qiwaiyah_(USF-7),Central
C0435_B,C0435,22.97934,45.442,120,Al-Qiwaiyah_(USF-7),Central
C0435_C,C0435,22.97934,45.442,240,Al-Qiwaiyah_(USF-7),Central
C0437_A,C0437,23.56402,45.59966,0,Remote_(USF-7),Central
C0437_B,C0437,23.56402,45.59966,120,Remote_(USF-7),Central
C0437_C,C0437,23.56402,45.59966,240,Remote_(USF-7),Central
C0438_A,C0438,25.88939,44.82712,0,Al-Ghat_(USF-7),Central
C0438_B,C0438,25.88939,44.82712,120,Al-Ghat_(USF-7),Central
C0439_A,C0439,24.63724,45.35008,0,Al-Riyadh_(USF-7),Central
C0439_B,C0439,24.63724,45.35008,120,Al-Riyadh_(USF-7),Central
C0439_C,C0439,24.63724,45.35008,240,Al-Riyadh_(USF-7),Central
C0440_A,C0440,24.9267,43.9788,0,Remote,Central
C0440_B,C0440,24.9267,43.9788,120,Remote,Central
C0441_A,C0441,23.9946,45.16552,0,Remote_(USF-7),Central
C0441_B,C0441,23.9946,45.16552,120,Remote_(USF-7),Central
C0441_C,C0441,23.9946,45.16552,240,Remote_(USF-7),Central
C0443_A,C0443,23.06503,42.87199,0,Remote_(USF-7),Central
C0443_B,C0443,23.06503,42.87199,120,Remote_(USF-7),Central
C0443_C,C0443,23.06503,42.87199,240,Remote_(USF-7),Central
C0444_A,C0444,24.67004,45.82609,0,Darma_(USF-7),Central
C0444_B,C0444,24.67004,45.82609,120,Darma_(USF-7),Central
C0445_A,C0445,24.30603,46.27911,0,Hidden Valley( Near Al-Muzahmiyah),Central
C0445_B,C0445,24.30603,46.27911,120,Hidden Valley( Near Al-Muzahmiyah),Central
C0445_C,C0445,24.30603,46.27911,240,Hidden Valley( Near Al-Muzahmiyah),Central
C0446_A,C0446,23.23681,45.41156,0,Al-Qiwaiyah_(USF-7),Central
C0446_B,C0446,23.23681,45.41156,120,Al-Qiwaiyah_(USF-7),Central
C0446_C,C0446,23.23681,45.41156,240,Al-Qiwaiyah_(USF-7),Central
C0447_A,C0447,25.48571,46.20242,0,Alkhalth_(USF-7),Central
C0447_B,C0447,25.48571,46.20242,120,Alkhalth_(USF-7),Central
C0447_C,C0447,25.48571,46.20242,240,Alkhalth_(USF-7),Central
C0448_A,C0448,24.9081,45.8673,0,Harimla_(USF-7),Central
C0448_B,C0448,24.9081,45.8673,120,Harimla_(USF-7),Central
C0449_A,C0449,24.96998,45.54997,0,MARAT-Umm Sulaym Rd.,Central
C0449_B,C0449,24.96998,45.54997,120,MARAT-Umm Sulaym Rd.,Central
C0449_C,C0449,24.96998,45.54997,240,MARAT-Umm Sulaym Rd.,Central
C0450_A,C0450,25.65479,45.54397,0,At Tuwaim King Abdul Aziz Road,Central
C0450_B,C0450,25.65479,45.54397,120,At Tuwaim King Abdul Aziz Road,Central
C0450_C,C0450,25.65479,45.54397,240,At Tuwaim King Abdul Aziz Road,Central
C0451_A,C0451,23.21128,44.87698,0,Al-Qiwaiyah_(USF-7),Central
C0451_B,C0451,23.21128,44.87698,120,Al-Qiwaiyah_(USF-7),Central
C0451_C,C0451,23.21128,44.87698,240,Al-Qiwaiyah_(USF-7),Central
C0451_D,C0451,23.21128,44.87698,300,Al-Qiwaiyah_(USF-7),Central
C0452_A,C0452,24.8473,44.1529,0,Remote,Central
